repo_name,pr_title,pr_url,created_at,closed_at,total_comments,total_commits,state,changefile,addline,deleteline,fileChanges
chanzuckerberg/sci-components,refactor(panel): refactor Panel component,https://github.com/chanzuckerberg/sci-components/pull/867,2024-10-06T20:56:14Z,2024-10-16T16:35:45Z,1,4,MERGED,7,153,63,"MODIFIED:packages/components/src/core/Panel/__storybook__/index.stories.tsx
MODIFIED:packages/components/src/core/Panel/__storybook__/stories/default.tsx
ADDED:packages/components/src/core/Panel/__storybook__/stories/scrollBehavior.tsx
MODIFIED:packages/components/src/core/Panel/__storybook__/stories/test.tsx
MODIFIED:packages/components/src/core/Panel/__tests__/__snapshots__/index.test.tsx.snap
MODIFIED:packages/components/src/core/Panel/index.tsx
MODIFIED:packages/components/src/core/Panel/style.ts"
chromaui/addon-visual-tests,Suggest enabling TurboSnap and use all suggestions in generated config file,https://github.com/chromaui/addon-visual-tests/pull/306,2024-05-13T22:31:11Z,2024-05-15T10:11:05Z,0,2,MERGED,4,19,8,"MODIFIED:src/components/Screen.stories.tsx
MODIFIED:src/preset.ts
MODIFIED:src/screens/VisualTests/Configuration.tsx
MODIFIED:src/utils/updateChromaticConfig.ts"
chromaui/addon-visual-tests,Disallow stopping build after upload step,https://github.com/chromaui/addon-visual-tests/pull/317,2024-05-28T16:43:57Z,2024-05-31T16:33:40Z,1,2,MERGED,4,64,23,"MODIFIED:src/SidebarTop.tsx
MODIFIED:src/components/SidebarTopButton.stories.tsx
MODIFIED:src/components/SidebarTopButton.tsx
MODIFIED:src/utils/useBuildEvents.ts"
chromaui/chromatic-docs,fix broken links,https://github.com/chromaui/chromatic-docs/pull/621,2025-01-23T00:20:07Z,2025-01-23T00:22:42Z,0,1,MERGED,1,1,1,MODIFIED:src/content/troubleshooting/faq/stack-compatibility.md
chromaui/chromatic-e2e,Add support for Chromatic ignore parameter.,https://github.com/chromaui/chromatic-e2e/pull/203,2024-09-26T15:56:40Z,2024-09-26T17:02:08Z,5,2,MERGED,6,18,6,"MODIFIED:packages/cypress/src/support.ts
MODIFIED:packages/cypress/tests/cypress/e2e/ignored-regions.cy.ts
MODIFIED:packages/playwright/src/makeTest.ts
MODIFIED:packages/playwright/tests/ignored-regions.spec.ts
MODIFIED:packages/shared/src/types.ts
MODIFIED:test-server/fixtures/dynamic-content.html"
chromaui/chromatic-e2e,Support for Blob URLs,https://github.com/chromaui/chromatic-e2e/pull/224,2025-01-28T19:00:32Z,2025-02-05T19:08:42Z,5,36,MERGED,12,155,18,"ADDED:.changeset/curly-spies-give.md
MODIFIED:packages/cypress/src/commands.ts
MODIFIED:packages/cypress/src/support.ts
MODIFIED:packages/cypress/tests/cypress/e2e/archiving-assets.cy.ts
MODIFIED:packages/playwright/jest.config.js
ADDED:packages/playwright/src/inBrowserPostProcessing.ts
MODIFIED:packages/playwright/src/takeSnapshot.ts
MODIFIED:packages/playwright/tests/archiving-assets.spec.ts
ADDED:packages/playwright/tests/createObjectUrl.spec.ts
ADDED:test-server/fixtures/asset-paths/data-urls.html
ADDED:test-server/fixtures/createObjectUrl.html
MODIFIED:test-server/server.js"
cloudblue/connect-ui-toolkit,Update version to 34.5.0,https://github.com/cloudblue/connect-ui-toolkit/pull/109,2025-02-12T08:24:38Z,2025-02-12T08:43:35Z,1,1,MERGED,2,3,3,"MODIFIED:package-lock.json
MODIFIED:package.json"
coder/coder,fix: stop text from overflowing on delete org button,https://github.com/coder/coder/pull/16549,2025-02-12T22:04:56Z,2025-02-14T16:13:29Z,1,7,MERGED,1,7,45,MODIFIED:site/src/pages/OrganizationSettingsPage/OrganizationSettingsPageView.tsx
coder/coder,refactor: Refactor update check banner,https://github.com/coder/coder/pull/5708,2023-01-13T14:49:10Z,2023-01-13T16:48:46Z,2,1,MERGED,9,258,233,"MODIFIED:site/src/app.tsx
MODIFIED:site/src/components/DashboardLayout/DashboardLayout.tsx
DELETED:site/src/components/UpdateCheckBanner/UpdateCheckBanner.test.tsx
MODIFIED:site/src/components/UpdateCheckBanner/UpdateCheckBanner.tsx
MODIFIED:site/src/testHelpers/entities.ts
MODIFIED:site/src/xServices/StateContext.tsx
MODIFIED:site/src/xServices/auth/authXService.ts
ADDED:site/src/xServices/updateCheck/updateCheckXService.test.ts
MODIFIED:site/src/xServices/updateCheck/updateCheckXService.ts"
coder/coder,chore: add help tooltips explaining provisioner types,https://github.com/coder/coder/pull/14625,2024-09-09T17:25:13Z,2024-09-17T21:20:36Z,0,14,MERGED,1,71,18,MODIFIED:site/src/modules/provisioners/ProvisionerGroup.tsx
coder/coder,docs: simplify install docs,https://github.com/coder/coder/pull/11946,2024-01-30T22:20:16Z,2024-03-08T15:15:59Z,6,5,MERGED,3,29,221,"ADDED:docs/images/install/coder-setup.png
MODIFIED:docs/install/index.md
MODIFIED:docs/templates/creating.md"
coder/coder,feat(coderd/healthcheck): add access URL error codes and healthcheck doc,https://github.com/coder/coder/pull/10915,2023-11-28T12:28:10Z,2023-11-30T12:15:40Z,25,17,MERGED,16,479,72,"MODIFIED:coderd/healthcheck/accessurl.go
MODIFIED:coderd/healthcheck/accessurl_test.go
MODIFIED:coderd/healthcheck/database.go
MODIFIED:coderd/healthcheck/database_test.go
MODIFIED:coderd/healthcheck/derphealth/derp.go
MODIFIED:coderd/healthcheck/derphealth/derp_test.go
MODIFIED:coderd/healthcheck/health/model.go
MODIFIED:coderd/healthcheck/healthcheck.go
MODIFIED:coderd/healthcheck/websocket.go
MODIFIED:coderd/healthcheck/websocket_test.go
MODIFIED:coderd/healthcheck/workspaceproxy.go
MODIFIED:coderd/healthcheck/workspaceproxy_test.go
ADDED:docs/admin/healthcheck.md
ADDED:docs/images/icons/health.svg
MODIFIED:docs/manifest.json
MODIFIED:site/src/api/typesGenerated.ts"
coder/coder,feat(coder): add authz_querier experiment,https://github.com/coder/coder/pull/5858,2023-01-25T17:32:08Z,2023-01-25T21:35:54Z,3,6,MERGED,8,66,11,"MODIFIED:coderd/apidoc/docs.go
MODIFIED:coderd/apidoc/swagger.json
MODIFIED:coderd/coderd.go
MODIFIED:coderd/coderdtest/coderdtest.go
MODIFIED:codersdk/experiments.go
MODIFIED:docs/api/general.md
MODIFIED:docs/api/schemas.md
MODIFIED:site/src/api/typesGenerated.ts"
coder/coder,chore: added contributor,https://github.com/coder/coder/pull/1349,2022-05-09T18:30:23Z,2022-05-09T18:49:23Z,2,1,MERGED,1,4,3,MODIFIED:docs/README.md
coder/coder,docs: mark agent metadata as GA,https://github.com/coder/coder/pull/8111,2023-06-20T17:28:36Z,2023-06-27T11:35:02Z,1,2,MERGED,2,2,7,"MODIFIED:docs/manifest.json
MODIFIED:docs/templates/agent-metadata.md"
coder/coder,chore: show basic experiment set value,https://github.com/coder/coder/pull/8984,2023-08-08T18:53:25Z,2023-08-08T20:33:09Z,1,1,MERGED,1,1,0,MODIFIED:site/src/pages/DeploySettingsPage/GeneralSettingsPage/GeneralSettingsPageView.tsx
contentful/forma-36,fix: ui improvements for AvatarGroup,https://github.com/contentful/forma-36/pull/2599,2023-10-27T09:51:48Z,2023-11-01T09:02:04Z,3,5,MERGED,4,6,6,"MODIFIED:packages/components/avatar/package.json
MODIFIED:packages/components/avatar/src/AvatarGroup/AvatarGroup.styles.ts
MODIFIED:packages/components/avatar/src/AvatarGroup/AvatarGroup.test.tsx
MODIFIED:packages/components/avatar/src/AvatarGroup/AvatarGroup.tsx"
contentful/forma-36,fix: migrate links from master to main ,https://github.com/contentful/forma-36/pull/1923,2022-03-03T12:53:35Z,2022-03-03T13:58:32Z,2,2,MERGED,81,149,149,"MODIFIED:.github/PULL_REQUEST_TEMPLATE.md
MODIFIED:MIGRATION.md
MODIFIED:packages/components/accordion/README.mdx
MODIFIED:packages/components/asset/README.mdx
MODIFIED:packages/components/autocomplete/README.mdx
MODIFIED:packages/components/badge/src/Badge/README.mdx
MODIFIED:packages/components/badge/src/EntityStatusBadge/README.mdx
MODIFIED:packages/components/button/src/Button/README.mdx
MODIFIED:packages/components/button/src/ButtonGroup/README.mdx
MODIFIED:packages/components/button/src/IconButton/README.mdx
MODIFIED:packages/components/button/src/ToggleButton/README.mdx
MODIFIED:packages/components/card/src/AssetCard/README.mdx
MODIFIED:packages/components/card/src/Card/README.mdx
MODIFIED:packages/components/card/src/EntryCard/README.mdx
MODIFIED:packages/components/card/src/InlineEntryCard/README.mdx
MODIFIED:packages/components/collapse/README.mdx
MODIFIED:packages/components/copybutton/README.mdx
MODIFIED:packages/components/datetime/src/DateTime/README.mdx
MODIFIED:packages/components/datetime/src/RelativeDateTime/README.mdx
MODIFIED:packages/components/datetime/src/utils/README.mdx
MODIFIED:packages/components/drag-handle/README.mdx
MODIFIED:packages/components/entity-list/README.mdx
MODIFIED:packages/components/forms/src/Checkbox/README.mdx
MODIFIED:packages/components/forms/src/Form/README.mdx
MODIFIED:packages/components/forms/src/FormControl/README.mdx
MODIFIED:packages/components/forms/src/Radio/README.mdx
MODIFIED:packages/components/forms/src/Select/README.mdx
MODIFIED:packages/components/forms/src/Switch/README.mdx
MODIFIED:packages/components/forms/src/TextInput/README.mdx
MODIFIED:packages/components/forms/src/Textarea/README.mdx
MODIFIED:packages/components/icon/README.mdx
MODIFIED:packages/components/icons/README.md
MODIFIED:packages/components/list/README.mdx
MODIFIED:packages/components/menu/README.mdx
MODIFIED:packages/components/modal/src/ModalConfirm/README.mdx
MODIFIED:packages/components/modal/src/ModalLauncher/README.mdx
MODIFIED:packages/components/modal/src/README.mdx
MODIFIED:packages/components/note/README.mdx
MODIFIED:packages/components/notification/README.mdx
MODIFIED:packages/components/pagination/README.mdx
MODIFIED:packages/components/pill/README.mdx
MODIFIED:packages/components/popover/README.mdx
MODIFIED:packages/components/skeleton/src/SkeletonBodyText/README.mdx
MODIFIED:packages/components/skeleton/src/SkeletonContainer/README.mdx
MODIFIED:packages/components/skeleton/src/SkeletonDisplayText/README.mdx
MODIFIED:packages/components/skeleton/src/SkeletonImage/README.mdx
MODIFIED:packages/components/skeleton/src/SkeletonRow/README.mdx
MODIFIED:packages/components/spinner/README.mdx
MODIFIED:packages/components/table/README.mdx
MODIFIED:packages/components/tabs/README.mdx
MODIFIED:packages/components/text-link/README.mdx
MODIFIED:packages/components/tooltip/README.mdx
MODIFIED:packages/components/typography/src/DisplayText/README.mdx
MODIFIED:packages/components/typography/src/Heading/README.mdx
MODIFIED:packages/components/typography/src/Paragraph/README.mdx
MODIFIED:packages/components/typography/src/SectionHeading/README.mdx
MODIFIED:packages/components/typography/src/Subheading/README.mdx
MODIFIED:packages/components/typography/src/Text/README.mdx
MODIFIED:packages/components/utils/README.md
MODIFIED:packages/components/workbench/README.mdx
MODIFIED:packages/core/src/Box/README.mdx
MODIFIED:packages/core/src/Flex/README.mdx
MODIFIED:packages/core/src/GlobalStyles/README.mdx
MODIFIED:packages/core/src/Grid/README.mdx
MODIFIED:packages/core/src/ScreenReaderOnly/README.mdx
MODIFIED:packages/core/src/Stack/README.mdx
MODIFIED:packages/forma-36-codemod/bin/cli.js
MODIFIED:packages/forma-36-react-components/README.md
MODIFIED:packages/forma-36-tokens/README.md
MODIFIED:packages/website/components/DocSearch.tsx
MODIFIED:packages/website/content/contributing.mdx
MODIFIED:packages/website/content/deprecated-components/dropdown.mdx
MODIFIED:packages/website/content/deprecated-components/typography.mdx
MODIFIED:packages/website/content/guidelines/accessibility.mdx
MODIFIED:packages/website/content/migration-v3-to-v4.mdx
MODIFIED:packages/website/content/tokens/typography.mdx
MODIFIED:packages/website/pages/index.tsx
MODIFIED:scripts/lint-packages.js
MODIFIED:scripts/plop-templates/package/Component.mdx.hbs
MODIFIED:scripts/plop-templates/package/README.md.hbs
MODIFIED:scripts/plop-templates/package/v4ComponentDoc.mdx.hbs"
